,GrLivArea,GarageCars,BsmtQual_Ex,BsmtFinType1_GLQ,TotalBsmtSF,RoofMatl_ClyTile,KitchenAbvGr,KitchenQual_Ex,Condition2_PosN,KitchenQual_Gd,OverallQual_10,LotArea,YearBuilt,YrSold,OverallQual_9,OverallQual_8,BsmtFinSF1,SaleType_New,Neighborhood_Crawfor,OverallQual_7,OverallCond_7,Neighborhood_NoRidge,BsmtExposure_Gd,OverallCond_8,OverallCond_6,OverallCond_9,Neighborhood_StoneBr,MSSubClass_160,Exterior1st_BrkFace,Neighborhood_NridgHt,Neighborhood_Somerst,RoofMatl_WdShngl,SaleCondition_Abnorml,PoolArea,LowQualFinSF,Functional_Maj1,Neighborhood_BrkSide,MSSubClass_120,Fireplaces,OverallCond_3,LotConfig_CulDSac,MasVnrArea,PoolQC_Fa,ScreenPorch,RoofMatl_Tar&Grv,OverallCond_4,Condition1_RRAe,Condition1_Artery,Street_Grvl,MSSubClass_180,BedroomAbvGr,MoSold,BsmtFinSF2,Foundation_CBlock,LandSlope_Sev,Neighborhood_Mitchel,Condition1_Feedr,Functional_Sev,Functional_Min1,Neighborhood_NPkVill,Functional_Min2,MSZoning_C (all),GarageArea,FireplaceQu_Ex,PoolQC_Gd,GarageType_2Types,Neighborhood_NWAmes,GarageCond_Not_Avail,Foundation_Wood,Neighborhood_Edwards,Heating_OthW,PoolQC_Ex,SaleType_Con,LandSlope_Mod,3SsnPorch,YearRemodAdd,Functional_Maj2,RoofMatl_Membran,Functional_Mod,LotShape_IR2,LotConfig_FR2,FullBath,BsmtExposure_Av,LandContour_Bnk,Utilities_NoSeWa,TotRmsAbvGrd,MasVnrType_BrkCmn,Foundation_BrkTil,MasVnrType_BrkFace,SaleCondition_Family,ExterCond_Gd,LandContour_Low,RoofMatl_Metal,SaleType_ConLD,BsmtFinType2_ALQ,Exterior2nd_Plywood,Exterior2nd_HdBoard,Neighborhood_SawyerW,MSSubClass_40,Neighborhood_BrDale,MSZoning_RM,WoodDeckSF,GarageQual_Ex,SalePrice
662,1392,2,0,0,1392,0,1,0,0,0,0,13560,1968,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,216,0,0,0,0,0,0,0,0,2,7,0,1,0,0,0,0,0,0,0,0,576,0,0,0,0,0,0,0,0,0,0,0,0,1968,1,0,0,0,0,1,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110000
663,1181,2,0,0,1138,0,1,0,0,0,0,10012,1972,2008,0,0,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,180,1,0,0,0,0,0,0,0,0,588,0,0,0,0,0,0,1,0,0,0,0,0,1972,0,0,0,0,0,2,1,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,137500
664,2097,3,1,1,2077,0,1,1,0,0,0,20896,2005,2006,0,1,1721,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1134,1,0,0,0,0,0,0,0,0,0,0,0,2006,0,0,0,1,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,423000
665,1936,2,0,0,1406,0,1,0,0,1,0,11194,2000,2006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,504,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,2,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,188,0,230500
666,2380,2,0,0,1021,0,1,0,0,0,0,18450,1965,2007,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,113,0,0,1,0,0,0,0,0,3,8,723,1,0,0,0,1,0,0,0,0,596,0,0,0,0,0,0,0,0,0,0,0,0,1979,0,0,0,0,0,2,0,0,0,7,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,129000
667,1679,2,0,1,1408,0,1,0,0,1,0,8125,1994,2008,0,0,1138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,258,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,575,0,0,0,0,0,0,0,0,0,0,0,0,1998,0,0,0,0,0,2,0,0,0,7,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,224,0,193500
668,1437,2,0,0,1188,0,1,0,0,0,0,14175,1956,2006,0,0,988,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,11,0,1,0,0,0,0,0,0,1,0,576,0,0,0,0,0,0,0,0,0,0,1,0,1987,0,0,0,0,0,1,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,0,168000
669,1180,1,0,0,700,0,1,0,0,0,0,11600,1922,2006,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,1950,0,0,0,0,0,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137500
670,1476,2,0,1,738,0,1,0,0,1,0,8633,2005,2009,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,540,0,0,0,0,0,0,0,0,0,0,0,0,2005,0,0,0,0,1,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,173500
671,1369,1,0,0,672,0,1,0,0,0,0,6629,1925,2009,0,0,551,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,7,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,1,0,0,0,0,0,1950,0,0,0,0,0,2,0,0,0,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,147,0,103600
672,1208,2,0,0,1208,0,1,0,0,0,0,11250,1977,2006,0,0,767,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,6,0,1,0,0,0,0,0,0,0,0,546,0,0,0,0,0,0,0,0,0,0,0,0,1977,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,198,0,165000
673,1839,2,0,1,1477,0,1,0,0,1,0,14442,1957,2007,0,0,1186,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,106,0,200,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,416,0,0,0,0,0,0,0,0,0,0,0,0,2004,0,0,0,0,0,2,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257500
674,1136,1,0,0,1136,0,1,0,0,0,0,9200,1965,2008,0,0,892,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,7,0,1,0,0,0,0,0,0,0,0,384,0,0,0,0,0,0,0,0,0,0,0,0,1965,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,426,0,140000
675,1441,2,0,0,855,0,1,0,0,0,0,2289,1978,2009,0,0,311,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,4,0,1,0,0,0,0,0,1,0,0,440,0,0,0,0,0,0,0,0,0,0,0,0,1978,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,148500
676,1774,3,0,0,1095,0,2,0,0,0,0,9600,1900,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,1,0,779,0,0,1,0,0,0,0,0,0,0,0,0,1950,0,0,0,0,0,2,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,87000
677,792,1,0,0,768,0,1,0,0,1,0,9022,1924,2009,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,2006,0,0,0,0,0,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,316,0,109500
678,2046,3,1,0,2046,0,1,0,0,1,0,11844,2008,2009,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,464,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,834,0,0,0,0,0,0,0,0,0,0,0,0,2008,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,0,372500
679,988,2,0,0,988,0,1,0,0,0,0,9945,1961,2007,0,0,827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,3,10,0,1,0,0,0,0,0,0,0,0,572,0,0,0,0,0,0,0,0,0,0,0,0,1961,0,0,0,0,0,1,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128500
680,923,1,0,0,923,0,1,0,0,0,0,8012,1980,2010,0,0,543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,5,119,1,0,0,0,0,0,0,0,0,264,0,0,0,0,0,0,0,0,0,0,0,0,1980,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,80,0,143000
681,1520,1,0,0,793,0,1,0,0,0,0,4500,1932,2009,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,281,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,1,0,1,0,1,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159434
682,1291,2,0,1,1291,0,1,0,0,1,0,2887,1996,2008,0,0,1003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0,0,0,431,0,0,0,0,0,0,0,0,0,0,0,0,1997,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,0,173000
683,1668,3,0,1,1626,0,1,0,0,1,0,11248,2002,2007,1,0,1059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,215,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,702,0,0,0,0,0,0,0,0,0,0,0,0,2002,0,0,0,0,0,2,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,0,285000
684,1839,2,0,0,1195,0,1,0,0,0,0,16770,1998,2010,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,486,0,0,0,0,0,0,0,0,0,0,0,0,1998,0,0,0,1,0,2,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221000
685,2090,2,0,1,1190,0,1,0,0,1,0,5062,1984,2007,0,0,828,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,9,182,1,0,0,0,0,1,0,0,0,577,0,0,0,0,0,0,0,0,0,0,0,0,1984,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,219,0,207500
686,1761,2,0,0,874,0,1,0,0,1,0,10207,2007,2007,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,578,0,0,0,0,0,0,0,0,0,0,0,0,2007,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,227875
687,1102,2,0,1,551,0,1,0,0,1,0,5105,2004,2007,0,0,239,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,480,0,0,0,0,0,0,0,0,0,0,0,0,2004,0,0,0,1,1,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148800
688,1419,2,0,1,1419,0,1,0,0,1,0,8089,2007,2007,0,1,945,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,567,0,0,0,0,0,0,0,0,0,0,0,0,2007,0,0,0,0,0,2,1,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,140,0,392000
689,1362,2,0,0,1362,0,1,0,0,1,0,7577,2005,2007,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,256,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,460,0,0,0,0,0,0,0,0,0,0,0,0,2006,0,0,0,0,0,2,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,194700
690,848,2,0,1,848,0,1,0,0,1,0,4426,2004,2008,0,0,697,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,147,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,420,0,0,0,0,0,0,0,0,0,0,0,0,2004,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,149,0,141000
691,4316,3,1,1,2444,0,1,1,0,0,1,21535,1994,2007,0,0,1455,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1170,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,832,1,0,0,0,0,0,0,0,0,0,0,0,1995,0,0,0,0,0,3,0,0,0,10,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,382,0,755000
692,2519,2,0,1,1210,0,1,0,0,1,0,26178,1989,2006,0,0,965,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,293,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,628,0,0,0,0,0,0,0,0,0,0,1,0,1990,0,0,0,0,0,2,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,320,0,335000
693,1073,1,0,0,1073,0,1,0,0,0,0,5400,1921,2006,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0,0,1,0,0,0,0,0,0,0,326,0,0,0,0,0,0,0,0,0,0,0,0,1968,0,0,0,0,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108480
694,1539,2,0,0,927,0,1,0,0,0,0,6120,1936,2009,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,576,0,0,0,0,0,0,0,0,0,0,0,0,1950,0,0,0,0,0,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,112,0,141500
695,1137,2,0,1,1112,0,1,0,0,1,0,13811,1987,2006,0,0,980,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,72,0,0,0,0,0,0,0,0,2,7,40,1,0,0,0,0,0,0,0,0,551,0,0,0,0,0,0,0,0,0,0,0,0,1987,0,0,0,0,0,2,0,0,0,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,125,0,176000
696,616,1,0,0,616,0,1,0,0,0,0,6000,1921,2006,0,0,616,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,1,0,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,1950,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,89000
697,1148,1,1,0,980,0,1,0,0,0,0,6420,1952,2006,0,0,210,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,551,0,0,0,0,0,0,0,0,0,308,0,0,0,0,0,0,1,0,0,0,0,0,1952,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,123500
698,894,1,0,1,894,0,1,0,0,0,0,8450,1965,2010,0,0,553,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,4,117,1,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,2009,0,0,0,0,0,1,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,416,0,138500
699,1391,2,0,1,1391,0,1,0,0,1,0,4282,2004,2008,0,0,16,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,530,0,0,0,0,0,0,0,0,0,0,0,0,2004,0,0,0,1,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,196000
700,1800,3,1,1,1800,0,1,0,0,1,0,14331,2002,2006,0,1,1274,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,630,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,765,0,0,0,0,0,0,0,0,0,0,0,0,2002,0,0,0,0,0,2,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,270,0,312500
701,1164,2,0,0,1164,0,1,0,0,0,0,9600,1969,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,3,7,0,1,0,0,0,0,0,0,0,0,528,0,0,0,1,0,0,0,0,0,0,0,0,1969,0,0,0,0,0,1,0,0,0,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,140000
702,2576,3,1,0,1234,0,1,1,0,0,0,12438,2006,2006,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,466,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,666,0,0,0,0,0,0,0,0,0,0,0,0,2006,0,0,0,0,0,2,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,324,0,361919
703,1812,2,0,0,360,0,2,0,0,1,0,7630,1900,2010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,1,0,0,0,0,0,672,0,0,0,0,0,0,0,0,0,0,0,0,1996,0,0,0,0,0,2,0,0,0,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,344,0,140000
704,1484,2,0,1,1473,0,1,0,0,1,0,8400,2004,2010,0,0,712,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,606,0,0,0,0,0,0,0,0,0,0,0,144,2005,0,0,0,0,0,2,1,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213000
705,1092,0,0,0,0,0,2,0,0,0,0,5600,1930,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1950,0,0,1,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,55000
706,1824,2,0,1,1643,0,1,0,0,1,0,115149,1971,2007,0,0,1219,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,351,0,0,0,0,0,0,0,0,2,6,0,1,1,0,0,0,0,0,0,0,739,0,0,0,0,0,0,0,0,0,0,0,0,2002,0,0,0,1,0,2,0,0,0,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,380,0,302000
707,1324,2,0,1,1324,0,1,0,0,1,0,6240,2006,2009,0,1,863,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,176,0,0,0,0,0,0,0,0,2,12,0,0,0,0,0,0,0,0,0,0,550,0,0,0,0,0,0,0,0,0,0,0,0,2006,0,0,0,0,0,2,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,192,0,254000
708,1456,2,0,0,728,0,1,0,0,1,0,9018,2007,2007,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,2007,0,0,0,0,0,2,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,179540
709,904,1,0,0,876,0,1,0,0,0,0,7162,1966,2008,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,408,0,0,0,0,0,0,0,0,0,0,0,0,1966,0,0,0,0,0,1,0,0,0,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,109900
710,729,0,0,0,270,0,1,0,0,0,0,4130,1935,2008,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2003,1,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52000
711,1178,1,0,0,859,0,1,0,0,0,0,8712,1900,2010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,384,0,0,0,0,0,0,0,0,0,0,1,0,1950,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,102776
712,1228,2,0,1,1228,0,1,0,0,1,0,4671,1988,2008,0,1,767,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,472,0,0,0,0,0,0,0,0,0,0,0,0,1989,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,168,0,189000
713,960,2,0,0,960,0,1,0,0,0,0,9873,1970,2006,0,0,789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,160,0,0,0,0,0,0,0,0,3,5,0,1,0,0,0,0,0,0,0,0,576,0,0,0,0,0,0,0,0,0,0,0,0,1970,0,0,0,0,0,1,1,0,0,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,129000
714,1479,2,0,1,725,0,1,0,0,1,0,13517,1976,2010,0,0,533,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,289,0,0,0,0,1,0,0,0,3,3,0,1,0,0,0,0,0,0,0,0,475,0,0,0,0,0,0,0,0,0,0,0,0,2005,0,0,0,0,0,2,0,0,0,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,130500
715,1350,2,0,0,1064,0,1,0,0,0,0,10140,1974,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,174,0,0,0,0,0,0,0,0,3,8,0,1,0,0,0,0,0,0,0,0,478,0,0,0,1,0,0,0,0,0,0,0,0,1974,0,0,0,0,0,2,0,0,0,7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,165000
716,2554,2,0,0,718,0,1,0,0,0,0,10800,1890,2007,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,704,0,0,0,0,0,0,0,0,0,0,0,0,1998,0,0,0,0,0,1,0,1,0,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,159500
717,1178,2,0,0,1176,0,1,0,0,1,0,10000,1973,2008,0,0,1084,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,11,0,1,0,0,0,0,0,0,0,0,439,0,0,0,1,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,224,0,157000
718,2418,3,0,1,1311,0,1,0,0,1,0,10542,1993,2008,0,0,1173,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,651,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,983,0,0,0,0,0,0,0,0,0,0,0,0,1994,0,0,0,0,0,2,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,250,0,341000
719,971,1,0,0,971,0,1,0,0,0,0,9920,1969,2006,0,0,523,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,5,0,1,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,1969,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,128500
720,1742,2,0,1,1742,0,1,0,0,1,0,6563,1985,2006,0,1,1148,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,12,0,0,0,0,0,0,0,0,0,0,564,0,0,0,0,0,0,0,0,0,0,1,0,1985,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,114,0,275000
